Id,SalePrice
2559,138441.64
2560,133381.1
2561,150316.86
2562,131012.164
2563,148899.42
2564,185581.69
2565,138263.11
2566,143729.67
2567,125284.62
2568,187683.22
2569,192779.78
2570,125007.09
2571,194165.6
2572,190344.55
2573,217535.3
2574,283136.84
2575,124909.33
2576,123765.64
2577,143838.27
2578,89872.11
2579,65644.35
2580,126369.85
2581,122978.03
2582,113208.195
2583,281837.62
2584,158817.27
2585,174989.55
2586,218810.7
2587,204279.31
2588,153294.11
2589,149063.8
2590,211488.64
2591,216609.61
2592,210549.9
2593,251833.95
2594,183260.17
2595,224979.62
2596,339515.22
2597,182570.12
2598,267698.9
2599,328159.16
2600,188617.73
2601,159822.17
2602,84315.234
2603,102306.73
2604,87213.21
2605,78825.76
2606,146872.4
2607,182705.88
2608,202186.84
2609,164161.36
2610,113094.8
2611,130900.984
2612,149911.33
2613,131920.69
2614,127540.62
2615,149534.33
2616,142867.75
2617,186556.16
2618,197267.58
2619,204691.19
2620,173436.84
2621,184192.58
2622,179094.86
2623,238395.69
2624,277911.38
2625,319315.47
2626,166031.75
2627,192150.0
2628,459309.47
2629,513867.0
2630,359895.6
2631,475460.6
2632,448989.0
2633,301152.8
2634,408632.22
2635,150486.9
2636,181989.92
2637,180744.23
2638,264713.53
2639,187738.62
2640,154272.62
2641,104418.336
2642,194069.98
2643,99774.16
2644,124450.26
2645,107982.07
2646,98094.41
2647,105191.49
2648,145950.45
2649,138066.95
2650,151011.39
2651,145412.34
2652,402956.97
2653,254342.67
2654,242503.89
2655,399509.38
2656,309243.53
2657,341953.72
2658,279837.6
2659,317622.97
2660,333463.75
2661,348740.97
2662,361584.53
2663,268771.62
2664,270912.1
2665,327863.1
2666,280026.88
2667,169788.92
2668,179965.44
2669,170169.8
2670,284116.97
2671,182705.27
2672,180138.5
2673,202646.88
2674,199575.61
2675,167928.77
2676,181164.14
2677,197829.61
2678,252353.94
2679,284440.9
2680,277481.4
2681,476080.75
2682,349336.88
2683,490985.38
2684,319389.75
2685,362883.28
2686,257756.55
2687,338564.66
2688,219688.77
2689,219274.92
2690,467629.84
2691,176494.6
2692,136524.66
2693,188250.31
2694,137183.42
2695,187788.52
2696,183869.19
2697,185559.28
2698,191892.02
2699,162431.16
2700,154863.94
2701,148508.42
2702,107631.195
2703,133772.22
2704,139000.75
2705,118540.96
2706,124889.266
2707,129311.79
2708,137411.47
2709,110516.55
2710,127215.695
2711,310123.06
2712,389122.62
2713,165807.61
2714,150960.28
2715,159773.39
2716,151003.02
2717,192765.84
2718,229816.23
2719,156105.83
2720,170658.0
2721,135367.38
2722,158955.83
2723,151515.0
2724,124974.67
2725,136542.06
2726,143064.88
2727,168795.73
2728,162403.11
2729,154989.23
2730,144984.06
2731,130203.84
2732,119542.414
2733,156332.0
2734,148775.97
2735,128554.52
2736,137551.95
2737,124365.33
2738,136055.9
2739,162721.73
2740,133710.89
2741,145132.14
2742,152228.8
2743,145803.53
2744,159167.34
2745,147117.72
2746,133824.14
2747,149763.66
2748,122048.51
2749,130074.3
2750,142086.08
2751,130518.39
2752,209385.72
2753,142897.4
2754,241267.11
2755,119968.3
2756,96889.984
2757,78898.33
2758,96357.16
2759,153830.66
2760,128138.47
2761,148973.22
2762,145552.66
2763,187679.67
2764,168749.84
2765,296957.62
2766,126457.516
2767,82960.63
2768,128529.81
2769,127358.484
2770,152078.33
2771,116764.58
2772,119484.16
2773,160329.05
2774,128580.85
2775,110276.94
2776,129587.61
2777,151698.62
2778,121936.89
2779,110241.88
2780,110944.88
2781,95782.97
2782,84318.984
2783,102372.83
2784,124847.61
2785,126335.02
2786,82388.7
2787,118493.18
2788,75911.42
2789,192632.38
2790,94623.39
2791,113928.555
2792,65185.49
2793,175414.9
2794,97447.62
2795,114559.914
2796,104227.39
2797,213099.0
2798,120092.93
2799,104971.68
2800,66201.25
2801,107199.94
2802,138561.34
2803,164230.8
2804,144981.1
2805,99130.07
2806,86045.54
2807,166492.34
2808,154258.42
2809,132890.38
2810,136567.1
2811,170223.02
2812,143040.67
2813,154925.53
2814,158152.7
2815,103509.85
2816,237477.8
2817,153582.1
2818,125689.23
2819,170873.81
2820,134860.4
2821,109130.14
2822,202087.94
2823,290574.4
2824,180689.61
2825,161178.61
2826,133870.1
2827,134391.58
2828,221489.94
2829,203999.31
2830,224808.23
2831,182692.12
2832,238811.89
2833,284640.47
2834,208702.53
2835,207623.27
2836,192704.3
2837,165093.9
2838,150570.84
2839,183667.6
2840,196137.47
2841,203015.47
2842,220579.33
2843,139490.39
2844,144049.52
2845,127738.59
2846,205532.86
2847,189621.17
2848,222989.48
2849,201621.12
2850,291585.9
2851,234191.81
2852,239422.02
2853,232260.58
2854,143178.66
2855,201211.4
2856,201667.3
2857,191347.11
2858,199257.56
2859,132378.34
2860,124339.33
2861,136076.9
2862,198704.98
2863,129383.27
2864,252763.44
2865,137490.48
2866,146060.55
2867,99267.7
2868,105187.93
2869,108346.8
2870,138766.2
2871,94175.63
2872,58384.934
2873,98779.42
2874,132418.52
2875,121206.48
2876,172842.16
2877,129910.44
2878,174513.14
2879,139250.75
2880,102337.35
2881,141394.0
2882,162115.55
2883,184102.62
2884,211893.06
2885,187447.81
2886,212055.11
2887,95352.16
2888,119748.055
2889,55444.9
2890,87409.44
2891,129086.914
2892,56130.766
2893,85643.56
2894,52375.535
2895,331847.84
2896,298422.8
2897,203497.5
2898,142425.9
2899,230111.03
2900,158728.2
2901,201360.86
2902,186358.7
2903,339101.53
2904,356503.84
2905,100741.53
2906,214967.03
2907,109753.51
2908,131961.06
2909,148595.73
2910,86503.36
2911,84481.2
2912,149550.17
2913,85285.9
2914,72573.89
2915,78913.79
2916,81477.95
2917,173781.83
2918,120759.99
2919,238652.44
